_time,Position X,Position Y,_value
2024-05-13 00:04:30,0.0016557615379711875,-0.0006798431265755526,247.0
2024-05-13 00:04:40,0.0018353108928586112,-0.0007685751110847914,164.5
2024-05-13 00:04:50,0.001885629769647443,-0.000748103165082235,202.5
2024-05-13 00:05:00,0.013629496212171915,-0.0010881799790982073,218.0
2024-05-13 00:05:10,0.5746331677236256,0.01144523983214926,215.5
2024-05-13 00:05:20,1.2950376195562718,0.023457303783490674,181.0
2024-05-13 00:05:30,1.2276557535754709,-0.30868457508714575,158.0
2024-05-13 00:05:40,1.1205740138701628,-1.1243268083809013,164.5
2024-05-13 00:05:50,0.916831475558971,-1.5442233122045779,148.0
2024-05-13 00:06:00,0.18613962500952053,-1.5334811777501673,102.0
2024-05-13 00:06:10,-0.699461803670152,-1.6314158562254917,101.0
2024-05-13 00:06:20,-1.5377773934883723,-1.7523143006303723,143.0
2024-05-13 00:06:30,-1.7347559001378878,-2.0474332090847955,160.0
2024-05-13 00:06:40,-1.7611538634069082,-2.8142260873633465,154.0
2024-05-13 00:06:50,-1.3556440499777307,-2.8016627533641274,154.0
2024-05-13 00:07:00,-0.5072615071119766,-2.856175059706437,155.5
2024-05-13 00:07:10,0.35694268004510904,-2.917882544056216,135.0
2024-05-13 00:07:20,1.1643859643886065,-2.9877953102375163,114.5
2024-05-13 00:07:30,1.191586729043952,-3.4133598818800484,115.0
2024-05-13 00:07:40,1.2718114277762258,-4.246863833888021,112.5
2024-05-13 00:07:50,0.9325375191897274,-4.321800088547319,112.5
2024-05-13 00:08:00,0.07036807775349534,-4.361077565413255,111.0
2024-05-13 00:08:10,-0.8633272761930684,-4.453034895216534,136.0
2024-05-13 00:08:20,-1.715306174611615,-4.5009967788172105,142.0
2024-05-13 00:08:30,-1.695266426088822,-4.946719776565705,115.0
2024-05-13 00:08:40,-1.6636788538558092,-5.726159134568182,128.5
2024-05-13 00:08:50,-1.2709740869536006,-5.715212467210873,155.5
2024-05-13 00:09:00,-0.4420160480084018,-5.731651822825323,156.0
2024-05-13 00:09:10,0.4020957098310074,-5.7436020782229535,158.0
2024-05-13 00:09:20,0.7810534924403034,-5.640143815672392,174.0
2024-05-13 00:09:30,0.6360133954814144,-5.069884309044609,161.0
2024-05-13 00:09:40,0.7159776442006738,-4.437247679802124,154.0
2024-05-13 00:09:50,0.5945841321094552,-4.570488506825126,148.5
2024-05-13 00:10:00,-0.3286280163874151,-4.654050844961566,141.0
2024-05-13 00:10:10,-1.2826144325691524,-4.7126325661101705,139.5
2024-05-13 00:10:20,-1.7135121619575397,-4.539816448900888,134.5
2024-05-13 00:10:30,-1.7542671302466852,-3.9260494312645497,121.0
2024-05-13 00:10:40,-1.6948459772211226,-3.2995745363268902,138.0
2024-05-13 00:10:50,-1.0487527584170435,-3.3643064383152606,154.0
2024-05-13 00:11:00,-0.08790759034743525,-3.2128859690223317,146.0
2024-05-13 00:11:10,0.821572213559134,-3.1135553289307434,133.0
2024-05-13 00:11:20,1.2077870959327335,-2.8322417714542016,127.5
2024-05-13 00:11:30,1.227921356856823,-2.0230459824204443,136.0
2024-05-13 00:11:40,1.18669255259049,-1.563867018630157,132.0
2024-05-13 00:11:50,0.7301995463665577,-1.633517523100232,130.0
2024-05-13 00:12:00,-0.31882927991125665,-1.7038790184653594,130.0
